FINALT1: failed (1%)
clock N reset start valid displayout done clockcount
0 1FF 0 1 0 0 0 CB
0 1FF 0 1 0 0 0 CC
0 1FF 0 1 0 0 0 CD
0 1FF 0 1 0 0 0 CE
0 1FF 0 1 0 0 0 CF
0 1FF 0 1 0 0 0 D0
0 1FF 0 1 0 0 0 D1
0 1FF 0 1 0 0 0 D2
0 1FF 0 1 0 0 0 D3
0 1FF 0 1 0 0 0 D4
0 1FF 0 1 0 0 0 D5
0 1FF 0 1 0 0 0 D6
0 1FF 0 1 0 0 0 D7
0 1FF 0 1 0 0 0 D8
0 1FF 0 1 0 0 0 D9
0 1FF 0 1 0 0 0 DA
0 1FF 0 1 0 0 0 DB
0 1FF 0 1 0 0 0 DC
0 1FF 0 1 0 0 0 DD
0 1FF 0 1 0 0 0 DE
0 1FF 0 1 0 0 0 DF
0 1FF 0 1 0 0 0 E0
0 1FF 0 1 0 0 0 E1
0 1FF 0 1 0 0 0 E2
0 1FF 0 1 0 0 0 E3
0 1FF 0 1 0 0 0 E4
0 1FF 0 1 0 0 0 E5
0 1FF 0 1 0 0 0 E6
0 1FF 0 1 0 0 0 E7
0 1FF 0 1 0 0 0 E8
0 1FF 0 1 0 0 0 E9
0 1FF 0 1 0 0 0 EA
0 1FF 0 1 0 0 0 EB
0 1FF 0 1 0 0 0 EC
0 1FF 0 1 0 0 0 ED
0 1FF 0 1 0 0 0 EE
0 1FF 0 1 0 0 0 EF
0 1FF 0 1 0 0 0 F0
0 1FF 0 1 0 0 0 F1
0 1FF 0 1 0 0 0 F2
0 1FF 0 1 0 0 0 F3
0 1FF 0 1 0 0 0 F4
0 1FF 0 1 0 0 0 F5
0 1FF 0 1 0 0 0 F6
0 1FF 0 1 0 0 0 F7
0 1FF 0 1 0 0 0 F8
0 1FF 0 1 0 0 0 F9
0 1FF 0 1 0 0 0 FA
0 1FF 0 1 0 0 0 FB
0 1FF 0 1 0 0 0 FC
0 1FF 0 1 0 0 0 FD
0 1FF 0 1 0 0 0 FE
0 1FF 0 1 0 0 0 FF
0 1FF 0 1 0 0 0 0x100
0 1FF 0 1 0 0 0 0x101
0 1FF 0 1 0 0 0 0x102
0 1FF 0 1 0 0 0 0x103
0 1FF 0 1 0 0 0 0x104
0 1FF 0 1 0 0 0 0x105
0 1FF 0 1 0 0 0 0x106
0 1FF 0 1 0 0 0 0x107
0 1FF 0 1 0 0 0 0x108
0 1FF 0 1 0 0 0 0x109
0 1FF 0 1 0 0 0 10A
0 1FF 0 1 0 0 0 10B
0 1FF 0 1 0 0 0 10C
0 1FF 0 1 0 0 0 10D
0 1FF 0 1 0 0 0 10E
0 1FF 0 1 0 0 0 10F
0 1FF 0 1 0 0 0 0x110
0 1FF 0 1 0 0 0 0x111
0 1FF 0 1 0 0 0 0x112
0 1FF 0 1 0 0 0 0x113
0 1FF 0 1 0 0 0 0x114
0 1FF 0 1 0 0 0 0x115
0 1FF 0 1 0 0 0 0x116
0 1FF 0 1 0 0 0 0x117
0 1FF 0 1 0 0 0 0x118
0 1FF 0 1 0 0 0 0x119
0 1FF 0 1 0 0 0 11A
0 1FF 0 1 0 0 0 11B
0 1FF 0 1 0 0 0 11C
0 1FF 0 1 0 0 0 11D
0 1FF 0 1 0 0 0 11E
0 1FF 0 1 0 0 0 11F
0 1FF 0 1 0 0 0 0x120
0 1FF 0 1 0 0 0 0x121
0 1FF 0 1 0 0 0 0x122
0 1FF 0 1 0 0 0 0x123
0 1FF 0 1 0 0 0 0x124
0 1FF 0 1 0 0 0 0x125
0 1FF 0 1 0 0 0 0x126
0 1FF 0 1 0 0 0 0x127
0 1FF 0 1 0 0 0 0x128
0 1FF 0 1 0 0 0 0x129
0 1FF 0 1 0 0 0 12A
0 1FF 0 1 0 0 0 12B
0 1FF 0 1 0 0 0 12C
0 1FF 0 1 0 0 0 12D
0 1FF 0 1 0 0 0 12E
0 1FF 0 1 0 0 0 12F
0 1FF 0 1 0 0 0 0x130
0 1FF 0 1 0 0 0 0x131
0 1FF 0 1 0 0 0 0x132
0 1FF 0 1 0 0 0 0x133
0 1FF 0 1 0 0 0 0x134
0 1FF 0 1 0 0 0 0x135
0 1FF 0 1 0 0 0 0x136
0 1FF 0 1 0 0 0 0x137
0 1FF 0 1 0 0 0 0x138
0 1FF 0 1 0 0 0 0x139
0 1FF 0 1 0 0 0 13A
0 1FF 0 1 0 0 0 13B
0 1FF 0 1 0 0 0 13C
0 1FF 0 1 0 0 0 13D
0 1FF 0 1 0 0 0 13E
0 1FF 0 1 0 0 0 13F
0 1FF 0 1 0 0 0 0x140
0 1FF 0 1 0 0 0 0x141
0 1FF 0 1 0 0 0 0x142
0 1FF 0 1 0 0 0 0x143
0 1FF 0 1 0 0 0 0x144
0 1FF 0 1 0 0 0 0x145
0 1FF 0 1 0 0 0 0x146
0 1FF 0 1 0 0 0 0x147
0 1FF 0 1 0 0 0 0x148
0 1FF 0 1 0 0 0 0x149
0 1FF 0 1 0 0 0 14A
0 1FF 0 1 0 0 0 14B
0 1FF 0 1 0 0 0 14C
0 1FF 0 1 0 0 0 14D
0 1FF 0 1 0 0 0 14E
0 1FF 0 1 0 0 0 14F
0 1FF 0 1 0 0 0 0x150
0 1FF 0 1 0 0 0 0x151
0 1FF 0 1 0 0 0 0x152
0 1FF 0 1 0 0 0 0x153
0 1FF 0 1 0 0 0 0x154
0 1FF 0 1 0 0 0 0x155
0 1FF 0 1 0 0 0 0x156
0 1FF 0 1 0 0 0 0x157
0 1FF 0 1 0 0 0 0x158
0 1FF 0 1 0 0 0 0x159
0 1FF 0 1 0 0 0 15A
0 1FF 0 1 0 0 0 15B
0 1FF 0 1 0 0 0 15C
0 1FF 0 1 0 0 0 15D
0 1FF 0 1 0 0 0 15E
0 1FF 0 1 0 0 0 15F
0 1FF 0 1 0 0 0 0x160
0 1FF 0 1 0 0 0 0x161
0 1FF 0 1 0 0 0 0x162
0 1FF 0 1 0 0 0 0x163
0 1FF 0 1 0 0 0 0x164
0 1FF 0 1 0 0 0 0x165
0 1FF 0 1 0 0 0 0x166
0 1FF 0 1 0 0 0 0x167
0 1FF 0 1 0 0 0 0x168
0 1FF 0 1 0 0 0 0x169
0 1FF 0 1 0 0 0 16A
0 1FF 0 1 0 0 0 16B
0 1FF 0 1 0 0 0 16C
0 1FF 0 1 0 0 0 16D
0 1FF 0 1 0 0 0 16E
0 1FF 0 1 0 0 0 16F
0 1FF 0 1 0 0 0 0x170
0 1FF 0 1 0 0 0 0x171
0 1FF 0 1 0 0 0 0x172
0 1FF 0 1 0 0 0 0x173
0 1FF 0 1 0 0 0 0x174
0 1FF 0 1 0 0 0 0x175
0 1FF 0 1 0 0 0 0x176
0 1FF 0 1 0 0 0 0x177
0 1FF 0 1 0 0 0 0x178
0 1FF 0 1 0 0 0 0x179
0 1FF 0 1 0 0 0 17A
0 1FF 0 1 0 0 0 17B
0 1FF 0 1 0 0 0 17C
0 1FF 0 1 0 0 0 17D
0 1FF 0 1 0 0 0 17E
0 1FF 0 1 0 0 0 17F
0 1FF 0 1 0 0 0 0x180
0 1FF 0 1 0 0 0 0x181
0 1FF 0 1 0 0 0 0x182
0 1FF 0 1 0 0 0 0x183
0 1FF 0 1 0 0 0 0x184
0 1FF 0 1 0 0 0 0x185
0 1FF 0 1 0 0 0 0x186
0 1FF 0 1 0 0 0 0x187
0 1FF 0 1 0 0 0 0x188
0 1FF 0 1 0 0 0 0x189
0 1FF 0 1 0 0 0 18A
0 1FF 0 1 0 0 0 18B
0 1FF 0 1 0 0 0 18C
0 1FF 0 1 0 0 0 18D
0 1FF 0 1 0 0 0 18E
0 1FF 0 1 0 0 0 18F
0 1FF 0 1 0 0 0 0x190
0 1FF 0 1 0 0 0 0x191
0 1FF 0 1 0 0 0 0x192
0 1FF 0 1 0 0 0 0x193
0 1FF 0 1 0 0 0 0x194
0 1FF 0 1 0 0 0 0x195
0 1FF 0 1 0 0 0 0x196
0 1FF 0 1 0 0 0 0x197
0 1FF 0 1 0 0 0 0x198
0 1FF 0 1 0 0 0 0x199
0 1FF 0 1 0 0 0 19A
0 1FF 0 1 0 0 0 19B
0 1FF 0 1 0 0 0 19C
0 1FF 0 1 0 0 0 19D
0 1FF 0 1 0 0 0 19E
0 1FF 0 1 0 0 0 19F
0 1FF 0 1 0 0 0 1A0
0 1FF 0 1 0 0 0 1A1
0 1FF 0 1 0 0 0 1A2
0 1FF 0 1 0 0 0 1A3
0 1FF 0 1 0 0 0 1A4
0 1FF 0 1 0 0 0 1A5
0 1FF 0 1 0 0 0 1A6
0 1FF 0 1 0 0 0 1A7
0 1FF 0 1 0 0 0 1A8
0 1FF 0 1 0 0 0 1A9
0 1FF 0 1 0 0 0 1AA
0 1FF 0 1 0 0 0 1AB
0 1FF 0 1 0 0 0 1AC
0 1FF 0 1 0 0 0 1AD
0 1FF 0 1 0 0 0 1AE
0 1FF 0 1 0 0 0 1AF
0 1FF 0 1 0 0 0 1B0
0 1FF 0 1 0 0 0 1B1
0 1FF 0 1 0 0 0 1B2
0 1FF 0 1 0 0 0 1B3
0 1FF 0 1 0 0 0 1B4
0 1FF 0 1 0 0 0 1B5
0 1FF 0 1 0 0 0 1B6
0 1FF 0 1 0 0 0 1B7
0 1FF 0 1 0 0 0 1B8
0 1FF 0 1 0 0 0 1B9
0 1FF 0 1 0 0 0 1BA
0 1FF 0 1 0 0 0 1BB
0 1FF 0 1 0 0 0 1BC
0 1FF 0 1 0 0 0 1BD
0 1FF 0 1 0 0 0 1BE
0 1FF 0 1 0 0 0 1BF
0 1FF 0 1 0 0 0 1C0
0 1FF 0 1 0 0 0 1C1
0 1FF 0 1 0 0 0 1C2
0 1FF 0 1 0 0 0 1C3
0 1FF 0 1 0 0 0 1C4
0 1FF 0 1 0 0 0 1C5
0 1FF 0 1 0 0 0 1C6
0 1FF 0 1 0 0 0 1C7
0 1FF 0 1 0 0 0 1C8
0 1FF 0 1 0 0 0 1C9
0 1FF 0 1 0 0 0 1CA
0 1FF 0 1 0 0 0 1CB
0 1FF 0 1 0 0 0 1CC
0 1FF 0 1 0 0 0 1CD
0 1FF 0 1 0 0 0 1CE
0 1FF 0 1 0 0 0 1CF
0 1FF 0 1 0 0 0 1D0
0 1FF 0 1 0 0 0 1D1
0 1FF 0 1 0 0 0 1D2
0 1FF 0 1 0 0 0 1D3
0 1FF 0 1 0 0 0 1D4
0 1FF 0 1 0 0 0 1D5
0 1FF 0 1 0 0 0 1D6
0 1FF 0 1 0 0 0 1D7
0 1FF 0 1 0 0 0 1D8
0 1FF 0 1 0 0 0 1D9
0 1FF 0 1 0 0 0 1DA
0 1FF 0 1 0 0 0 1DB
0 1FF 0 1 0 0 0 1DC
0 1FF 0 1 0 0 0 1DD
0 1FF 0 1 0 0 0 1DE
0 1FF 0 1 0 0 0 1DF
0 1FF 0 1 0 0 0 1E0
0 1FF 0 1 0 0 0 1E1
0 1FF 0 1 0 0 0 1E2
0 1FF 0 1 0 0 0 1E3
0 1FF 0 1 0 0 0 1E4
0 1FF 0 1 0 0 0 1E5
0 1FF 0 1 0 0 0 1E6
0 1FF 0 1 0 0 0 1E7
0 1FF 0 1 0 0 0 1E8
0 1FF 0 1 0 0 0 1E9
0 1FF 0 1 0 0 0 1EA
0 1FF 0 1 0 0 0 1EB
0 1FF 0 1 0 0 0 1EC
0 1FF 0 1 0 0 0 1ED
0 1FF 0 1 0 0 0 1EE
0 1FF 0 1 0 0 0 1EF
0 1FF 0 1 0 0 0 1F0
0 1FF 0 1 0 0 0 1F1
0 1FF 0 1 0 0 0 1F2
0 1FF 0 1 0 0 0 1F3
0 1FF 0 1 0 0 0 1F4
0 1FF 0 1 0 0 0 1F5
0 1FF 0 1 0 0 0 1F6
0 1FF 0 1 0 0 0 1F7
0 1FF 0 1 0 0 0 1F8
0 1FF 0 1 0 0 0 1F9
0 1FF 0 1 0 0 0 1FA
0 1FF 0 1 0 0 0 1FB
0 1FF 0 1 0 0 0 1FC
0 1FF 0 1 0 0 0 1FD
0 1FF 0 1 0 0 0 1FE
0 1FF 0 1 0 0 0 1FF
0 1FF 0 1 0 1 0 0x200
0 1FF 0 1 1 1 0 0x201
0 1FF 0 1 1 1 0 0x202
0 1FF 0 1 1 1 0 0x203
0 1FF 0 1 1 1 0 0x204
0 1FF 0 1 1 1 0 0x205
0 1FF 0 1 1 1 0 0x206
0 1FF 0 1 1 1 0 0x207
0 1FF 0 1 1 1 0 0x208
0 1FF 0 1 1 1 0 0x209
0 1FF 0 1 1 1 0 20A
0 1FF 0 1 1 1 0 20B
0 1FF 0 1 1 1 0 20C
0 1FF 0 1 1 1 0 20D
0 1FF 0 1 1 1 0 20E
0 1FF 0 1 1 1 0 20F
0 1FF 0 1 1 1 0 0x210
0 1FF 0 1 1 1 0 0x211
0 1FF 0 1 1 1 0 0x212
0 1FF 0 1 1 1 0 0x213
0 1FF 0 1 1 1 0 0x214
0 1FF 0 1 1 1 0 0x215
0 1FF 0 1 1 1 0 0x216
0 1FF 0 1 1 1 0 0x217
0 1FF 0 1 1 1 0 0x218
0 1FF 0 1 1 1 0 0x219
0 1FF 0 1 1 1 0 21A
0 1FF 0 1 1 1 0 21B
0 1FF 0 1 1 1 0 21C
0 1FF 0 1 1 1 0 21D
0 1FF 0 1 1 1 0 21E
0 1FF 0 1 1 1 0 21F
0 1FF 0 1 1 1 0 0x220
0 1FF 0 1 1 1 0 0x221
0 1FF 0 1 1 1 0 0x222
0 1FF 0 1 1 1 0 0x223
0 1FF 0 1 1 1 0 0x224
0 1FF 0 1 1 1 0 0x225
0 1FF 0 1 1 1 0 0x226
0 1FF 0 1 1 1 0 0x227
0 1FF 0 1 1 1 0 0x228
0 1FF 0 1 1 1 0 0x229
0 1FF 0 1 1 1 0 22A
0 1FF 0 1 1 1 0 22B
0 1FF 0 1 1 1 0 22C
0 1FF 0 1 1 1 0 22D
0 1FF 0 1 1 1 0 22E
0 1FF 0 1 1 1 0 22F
0 1FF 0 1 1 1 0 0x230
0 1FF 0 1 1 1 0 0x231
0 1FF 0 1 1 1 0 0x232
0 1FF 0 1 1 1 0 0x233
0 1FF 0 1 1 1 0 0x234
0 1FF 0 1 1 1 0 0x235
0 1FF 0 1 1 1 0 0x236
0 1FF 0 1 1 1 0 0x237
0 1FF 0 1 1 1 0 0x238
0 1FF 0 1 1 1 0 0x239
0 1FF 0 1 1 1 0 23A
0 1FF 0 1 1 1 0 23B
0 1FF 0 1 1 1 0 23C
0 1FF 0 1 1 1 0 23D
0 1FF 0 1 1 1 0 23E
0 1FF 0 1 1 1 0 23F
0 1FF 0 1 1 1 0 0x240
0 1FF 0 1 1 1 0 0x241
0 1FF 0 1 1 1 0 0x242
0 1FF 0 1 1 1 0 0x243
0 1FF 0 1 1 1 0 0x244
0 1FF 0 1 1 1 0 0x245
0 1FF 0 1 1 1 0 0x246
0 1FF 0 1 1 1 0 0x247
0 1FF 0 1 1 1 0 0x248
0 1FF 0 1 1 1 0 0x249
0 1FF 0 1 1 1 0 24A
0 1FF 0 1 1 1 0 24B
0 1FF 0 1 1 1 0 24C
0 1FF 0 1 1 1 0 24D
0 1FF 0 1 1 1 0 24E
0 1FF 0 1 1 1 0 24F
0 1FF 0 1 1 1 0 0x250
0 1FF 0 1 1 1 0 0x251
0 1FF 0 1 1 1 0 0x252
0 1FF 0 1 1 1 0 0x253
0 1FF 0 1 1 1 0 0x254
0 1FF 0 1 1 1 0 0x255
0 1FF 0 1 1 1 0 0x256
0 1FF 0 1 1 1 0 0x257
0 1FF 0 1 1 1 0 0x258
0 1FF 0 1 1 1 0 0x259
0 1FF 0 1 1 1 0 25A
0 1FF 0 1 1 1 0 25B
0 1FF 0 1 1 1 0 25C
0 1FF 0 1 1 1 0 25D
0 1FF 0 1 1 1 0 25E
0 1FF 0 1 1 1 0 25F
0 1FF 0 1 1 1 0 0x260
0 1FF 0 1 1 1 0 0x261
0 1FF 0 1 1 1 0 0x262
0 1FF 0 1 1 1 0 0x263
0 1FF 0 1 1 1 0 0x264
0 1FF 0 1 1 1 0 0x265
0 1FF 0 1 1 1 0 0x266
0 1FF 0 1 1 1 0 0x267
0 1FF 0 1 1 1 0 0x268
0 1FF 0 1 1 1 0 0x269
0 1FF 0 1 1 1 0 26A
0 1FF 0 1 1 1 0 26B
0 1FF 0 1 1 1 0 26C
0 1FF 0 1 1 1 0 26D
0 1FF 0 1 1 1 0 26E
0 1FF 0 1 1 1 0 26F
0 1FF 0 1 1 1 0 0x270
0 1FF 0 1 1 1 0 0x271
0 1FF 0 1 1 1 0 0x272
0 1FF 0 1 1 1 0 0x273
0 1FF 0 1 1 1 0 0x274
0 1FF 0 1 1 1 0 0x275
0 1FF 0 1 1 1 0 0x276
0 1FF 0 1 1 1 0 0x277
0 1FF 0 1 1 1 0 0x278
0 1FF 0 1 1 1 0 0x279
0 1FF 0 1 1 1 0 27A
0 1FF 0 1 1 1 0 27B
0 1FF 0 1 1 1 0 27C
0 1FF 0 1 1 1 0 27D
0 1FF 0 1 1 1 0 27E
0 1FF 0 1 1 1 0 27F
0 1FF 0 1 1 1 0 0x280
0 1FF 0 1 1 1 0 0x281
0 1FF 0 1 1 1 0 0x282
0 1FF 0 1 1 1 0 0x283
0 1FF 0 1 1 1 0 0x284
0 1FF 0 1 1 1 0 0x285
0 1FF 0 1 1 1 0 0x286
0 1FF 0 1 1 1 0 0x287
0 1FF 0 1 1 1 0 0x288
0 1FF 0 1 1 1 0 0x289
0 1FF 0 1 1 1 0 28A
0 1FF 0 1 1 1 0 28B
0 1FF 0 1 1 1 0 28C
0 1FF 0 1 1 1 0 28D
0 1FF 0 1 1 1 0 28E
0 1FF 0 1 1 1 0 28F
0 1FF 0 1 1 1 0 0x290
0 1FF 0 1 1 1 0 0x291
0 1FF 0 1 1 1 0 0x292
0 1FF 0 1 1 1 0 0x293
0 1FF 0 1 1 1 0 0x294
0 1FF 0 1 1 1 0 0x295
0 1FF 0 1 1 1 0 0x296
0 1FF 0 1 1 1 0 0x297
0 1FF 0 1 1 1 0 0x298
0 1FF 0 1 1 1 0 0x299
0 1FF 0 1 1 1 0 29A
0 1FF 0 1 1 1 0 29B
0 1FF 0 1 1 1 0 29C
0 1FF 0 1 1 1 0 29D
0 1FF 0 1 1 1 0 29E
0 1FF 0 1 1 1 0 29F
0 1FF 0 1 1 1 0 2A0
0 1FF 0 1 1 1 0 2A1
0 1FF 0 1 1 1 0 2A2
0 1FF 0 1 1 1 0 2A3
0 1FF 0 1 1 1 0 2A4
0 1FF 0 1 1 1 0 2A5
0 1FF 0 1 1 1 0 2A6
0 1FF 0 1 1 1 0 2A7
0 1FF 0 1 1 1 0 2A8
0 1FF 0 1 1 1 0 2A9
0 1FF 0 1 1 1 0 2AA
0 1FF 0 1 1 1 0 2AB
0 1FF 0 1 1 1 0 2AC
0 1FF 0 1 1 1 0 2AD
0 1FF 0 1 1 1 0 2AE
0 1FF 0 1 1 1 0 2AF
0 1FF 0 1 1 1 0 2B0
0 1FF 0 1 1 1 0 2B1
0 1FF 0 1 1 1 0 2B2
0 1FF 0 1 1 1 0 2B3
0 1FF 0 1 1 1 0 2B4
0 1FF 0 1 1 1 0 2B5
0 1FF 0 1 1 1 0 2B6
0 1FF 0 1 1 1 0 2B7
0 1FF 0 1 1 1 0 2B8
0 1FF 0 1 1 1 0 2B9
0 1FF 0 1 1 1 0 2BA
0 1FF 0 1 1 1 0 2BB
0 1FF 0 1 1 1 0 2BC
0 1FF 0 1 1 1 0 2BD
0 1FF 0 1 1 1 0 2BE
0 1FF 0 1 1 1 0 2BF
0 1FF 0 1 1 1 0 2C0
0 1FF 0 1 1 1 0 2C1
0 1FF 0 1 1 1 0 2C2
